,Year,GP,Driver,Team,Points
0,1960,0,Stirling Moss,Team Lotus,8.0
1,1960,0,Bruce McLaren,Cooper-Climax,6.0
2,1960,0,Phil Hill,Ferrari,4.0
3,1960,0,Tony Brooks,Cooper-Climax,3.0
4,1960,0,Jo Bonnier,BRM,2.0
5,1960,0,Richie Ginther,Ferrari,1.0
6,1960,0,Graham Hill,BRM,0.0
7,1960,0,Wolfgang von Trips,Ferrari,0.0
8,1960,0,Innes Ireland,Team Lotus,0.0
9,1960,0,Dan Gurney,BRM,0.0
10,1960,0,Jack Brabham,Cooper-Climax,0.0
11,1960,0,Roy Salvadori,Cooper-Climax,0.0
12,1960,0,Alan Stacey,Team Lotus,0.0
13,1960,0,Chris Bristow,Cooper-Climax,0.0
14,1960,0,John Surtees,Team Lotus,0.0
15,1960,0,Maurice Trintignant,Cooper-Maserati,0.0
16,1960,0,Bruce Halford,Cooper-Climax,0.0
17,1960,0,Cliff Allison,Ferrari,0.0
18,1960,0,Brian Naylor,JBW,0.0
19,1960,0,Masten Gregory,Cooper-Maserati,0.0
20,1960,0,Chuck Daigh,Scarab,0.0
21,1960,0,Giorgio Scarlatti,Cooper-Castellotti,0.0
22,1960,0,Lance Reventlow,Scarab,0.0
23,1960,0,Ian Burgess,Cooper-Maserati,0.0
24,1960,1,Jim Rathmann,Watson,8.0
25,1960,1,Rodger Ward,Watson,6.0
26,1960,1,Paul Goldsmith,Epperly,4.0
27,1960,1,Don Branson,Phillips,3.0
28,1960,1,Johnny Thomson,Lesovsky,2.0
29,1960,1,Eddie Johnson,Trevis,1.0
30,1960,1,Lloyd Ruby,Watson,0.0
31,1960,1,Bob Veith,Meskowski,0.0
32,1960,1,Bud Tingelstad,Trevis,0.0
33,1960,1,Bob Christie,Kurtis Kraft,0.0
34,1960,1,Red Amick,Epperly,0.0
35,1960,1,Duane Carter,Kuzma,0.0
36,1960,1,Bill Homeier,Kuzma,0.0
37,1960,1,Gene Hartley,Kurtis Kraft,0.0
38,1960,1,Chuck Stevenson,Watson,0.0
39,1960,1,Bobby Grim,Meskowski,0.0
40,1960,1,Shorty Templeman,Kurtis Kraft,0.0
41,1960,1,Jim Hurtubise,Christensen,0.0
42,1960,1,Jimmy Bryan,Epperly,0.0
43,1960,1,Troy Ruttman,Watson,0.0
44,1960,1,Eddie Sachs,Ewing,0.0
45,1960,1,Don Freeland,Kurtis Kraft,0.0
46,1960,1,Tony Bettenhausen,Watson,0.0
47,1960,1,Wayne Weiler,Epperly,0.0
48,1960,1,Anthony Foyt,Kurtis Kraft,0.0
49,1960,1,Eddie Russo,Kurtis Kraft,0.0
50,1960,1,Johnny Boyd,Epperly,0.0
51,1960,1,Gene Force,Kurtis Kraft,0.0
52,1960,1,Jim McWithey,Epperly,0.0
53,1960,1,Len Sutton,Watson,0.0
54,1960,2,Jack Brabham,Cooper-Climax,8.0
55,1960,2,Innes Ireland,Team Lotus,6.0
56,1960,2,Graham Hill,BRM,4.0
57,1960,2,Stirling Moss,Team Lotus,3.0
58,1960,2,Wolfgang von Trips,Ferrari,2.0
59,1960,2,Richie Ginther,Ferrari,1.0
60,1960,2,Henry Taylor,Cooper-Climax,0.0
61,1960,2,Carel Godin de Beaufort,Cooper-Climax,0.0
62,1960,2,Alan Stacey,Team Lotus,0.0
63,1960,2,Jo Bonnier,BRM,0.0
64,1960,2,Phil Hill,Ferrari,0.0
65,1960,2,Jim Clark,Team Lotus,0.0
66,1960,2,Maurice Trintignant,Cooper-Maserati,0.0
67,1960,2,Dan Gurney,BRM,0.0
68,1960,2,Chris Bristow,Cooper-Climax,0.0
69,1960,2,Bruce McLaren,Cooper-Climax,0.0
70,1960,2,Tony Brooks,Cooper-Climax,0.0
71,1960,2,Roy Salvadori,Aston Martin,0.0
72,1960,2,Masten Gregory,Cooper-Maserati,0.0
73,1960,2,Lance Reventlow,Scarab,0.0
74,1960,2,Chuck Daigh,Scarab,0.0
75,1960,3,Jack Brabham,Cooper-Climax,8.0
76,1960,3,Bruce McLaren,Cooper-Climax,6.0
77,1960,3,Olivier Gendebien,Cooper-Climax,4.0
78,1960,3,Phil Hill,Ferrari,3.0
79,1960,3,Jim Clark,Team Lotus,2.0
80,1960,3,Lucien Bianchi,Cooper-Climax,1.0
81,1960,3,Graham Hill,BRM,0.0
82,1960,3,Alan Stacey,Team Lotus,0.0
83,1960,3,Willy Mairesse,Ferrari,0.0
84,1960,3,Wolfgang von Trips,Ferrari,0.0
85,1960,3,Chris Bristow,Cooper-Climax,0.0
86,1960,3,Chuck Daigh,Scarab,0.0
87,1960,3,Jo Bonnier,BRM,0.0
88,1960,3,Innes Ireland,Team Lotus,0.0
