,Year,GP,Driver,Team,Points
0,1973,0,Emerson Fittipaldi,Team Lotus,9.0
1,1973,0,Jackie Stewart,Tyrrell,6.0
2,1973,0,Denny Hulme,McLaren,4.0
3,1973,0,Arturo Merzario,Ferrari,3.0
4,1973,0,Jacky Ickx,Ferrari,2.0
5,1973,0,Clay Regazzoni,BRM,1.0
6,1973,0,Howden Ganley,Iso Marlboro,0.0
7,1973,0,Niki Lauda,BRM,0.0
8,1973,0,Nanni Galli,Iso Marlboro,0.0
9,1973,0,François Cevert,Tyrrell,0.0
10,1973,0,Carlos Reutemann,Brabham,0.0
11,1973,0,Luiz Bueno,Surtees,0.0
12,1973,0,Jean-Pierre Beltoise,BRM,0.0
13,1973,0,Mike Beuttler,March,0.0
14,1973,0,Carlos Pace,Surtees,0.0
15,1973,0,Mike Hailwood,Surtees,0.0
16,1973,0,Jean-Pierre Jarier,March,0.0
17,1973,0,Ronnie Peterson,Team Lotus,0.0
18,1973,0,Wilson Fittipaldi,Brabham,0.0
19,1973,0,Peter Revson,McLaren,0.0
20,1973,1,Jackie Stewart,Tyrrell,9.0
21,1973,1,Peter Revson,McLaren,6.0
22,1973,1,Emerson Fittipaldi,Team Lotus,4.0
23,1973,1,Arturo Merzario,Ferrari,3.0
24,1973,1,Denny Hulme,McLaren,2.0
25,1973,1,George Follmer,Shadow,1.0
26,1973,1,Carlos Reutemann,Brabham,0.0
27,1973,1,Andrea de Adamich,Surtees,0.0
28,1973,1,Jody Scheckter,McLaren,0.0
29,1973,1,Howden Ganley,Iso Marlboro,0.0
30,1973,1,Ronnie Peterson,Team Lotus,0.0
31,1973,1,Carlos Pace,Surtees,0.0
32,1973,1,Eddie Keizan,Tyrrell,0.0
33,1973,1,Jean-Pierre Jarier,March,0.0
34,1973,1,François Cevert,Tyrrell,0.0
35,1973,1,Mike Beuttler,March,0.0
36,1973,1,Wilson Fittipaldi,Brabham,0.0
37,1973,1,Jackie Pretorius,Iso Marlboro,0.0
38,1973,1,Niki Lauda,BRM,0.0
39,1973,1,Jackie Oliver,Shadow,0.0
40,1973,1,Jean-Pierre Beltoise,BRM,0.0
41,1973,1,Dave Charlton,Team Lotus,0.0
42,1973,1,Clay Regazzoni,BRM,0.0
43,1973,1,Jacky Ickx,Ferrari,0.0
44,1973,1,Mike Hailwood,Surtees,0.0
45,1973,2,Emerson Fittipaldi,Team Lotus,9.0
46,1973,2,François Cevert,Tyrrell,6.0
