,Year,GP,Driver,Team,Points
0,1952,0,Troy Ruttman,Kuzma,8.0
1,1952,0,Jim Rathmann,Kurtis Kraft,6.0
2,1952,0,Sam Hanks,Kurtis Kraft,4.0
3,1952,0,Duane Carter,Lesovsky,3.0
4,1952,0,Art Cross,Kurtis Kraft,2.0
5,1952,0,Jimmy Bryan,Kurtis Kraft,0.0
6,1952,0,Jimmy Reece,Kurtis Kraft,0.0
7,1952,0,George Connor,Kurtis Kraft,0.0
8,1952,0,Cliff Griffith,Kurtis Kraft,0.0
9,1952,0,Johnnie Parsons,Kurtis Kraft,0.0
10,1952,0,Jack McGrath,Kurtis Kraft,0.0
11,1952,0,Jim Rigsby,Watson,0.0
12,1952,0,Joe James,Kurtis Kraft,0.0
13,1952,0,Bill Schindler,Stevens,0.0
14,1952,0,George Fonder,Sherman,0.0
15,1952,0,Eddie Johnson,Trevis,0.0
16,1952,0,Bill Vukovich,Kurtis Kraft,1.0
17,1952,0,Chuck Stevenson,Kurtis Kraft,0.0
18,1952,0,Henry Banks,Lesovsky,0.0
19,1952,0,Manny Ayulo,Lesovsky,0.0
20,1952,0,Johnny McDowell,Kurtis Kraft,0.0
21,1952,0,Travis Webb,Bromme,0.0
22,1952,0,Rodger Ward,Kurtis Kraft,0.0
23,1952,0,Tony Bettenhausen,Deidt,0.0
24,1952,0,Duke Nalon,Kurtis Kraft,0.0
25,1952,0,Bob Sweikert,Kurtis Kraft,0.0
26,1952,0,Fred Agabashian,Kurtis Kraft,0.0
27,1952,0,Gene Hartley,Kurtis Kraft,0.0
28,1952,0,Bob Scott,Kurtis Kraft,0.0
29,1952,0,Chet Miller,Kurtis Kraft,0.0
30,1952,1,Alberto Ascari,Ferrari,9.0
31,1952,1,Nino Farina,Ferrari,6.0
32,1952,1,Robert Manzon,Gordini,4.0
33,1952,1,Mike Hawthorn,Cooper,3.0
34,1952,1,Paul Frère,HWM,2.0
35,1952,1,Alan Brown,Cooper,0.0
36,1952,1,Charles de Tornaco,Ferrari,0.0
37,1952,1,Johnny Claes,Gordini,0.0
38,1952,1,Eric Brandon,Cooper,0.0
39,1952,1,Prince Bira,Simca,0.0
40,1952,1,Lance Macklin,HWM,0.0
41,1952,1,Roger Laurent,HWM,0.0
42,1952,1,Arthur Legat,Veritas,0.0
43,1952,1,Robert O'Brien,Simca,0.0
44,1952,1,Tony Gaze,HWM,0.0
45,1952,1,Robin Montgomerie-Charrington,Aston Butterworth,0.0
46,1952,1,Piero Taruffi,Ferrari,0.0
47,1952,1,Jean Behra,Gordini,0.0
48,1952,1,Ken Wharton,Frazer Nash,0.0
49,1952,1,Louis Rosier,Ferrari,0.0
50,1952,1,Peter Collins,HWM,0.0
51,1952,1,Stirling Moss,ERA,0.0
52,1952,2,Alberto Ascari,Ferrari,9.0
53,1952,2,Nino Farina,Ferrari,6.0
54,1952,2,Piero Taruffi,Ferrari,4.0
55,1952,2,Robert Manzon,Gordini,3.0
56,1952,2,Maurice Trintignant,Simca,2.0
57,1952,2,Peter Collins,HWM,0.0
58,1952,2,Jean Behra,Gordini,0.0
59,1952,2,Philippe Étancelin,Maserati,0.0
60,1952,2,Lance Macklin,HWM,0.0
61,1952,2,Yves Cabantous,HWM,0.0
62,1952,2,Rudi Fischer,Ferrari,0.0
63,1952,2,Peter Hirt,Ferrari,0.0
64,1952,2,Franco Comotti,Ferrari,0.0
65,1952,2,Prince Bira,Gordini,0.0
66,1952,2,Mike Hawthorn,Cooper,0.0
67,1952,2,Harry Schell,Maserati,0.0
68,1952,2,Toulo de Graffenried,Maserati,0.0
69,1952,2,Peter Whitehead,Alta,0.0
70,1952,2,Louis Rosier,Ferrari,0.0
71,1952,2,Johnny Claes,Simca,0.0
72,1952,2,Harry Schell,Maserati,0.0
73,1952,2,Piero Carini,Ferrari,0.0
74,1952,3,Alberto Ascari,Ferrari,9.0
75,1952,3,Piero Taruffi,Ferrari,6.0
76,1952,3,Mike Hawthorn,Cooper,4.0
77,1952,3,Dennis Poore,Connaught,3.0
78,1952,3,Eric Thompson,Connaught,2.0
79,1952,3,Nino Farina,Ferrari,0.0
80,1952,3,Reg Parnell,Cooper,0.0
81,1952,3,Roy Salvadori,Ferrari,0.0
82,1952,3,Ken Downing,Connaught,0.0
