,Year,GP,Driver,Team,Points
0,1958,0,Maurice Trintignant,Cooper,8.0
1,1958,0,Luigi Musso,Ferrari,6.0
2,1958,0,Peter Collins,Ferrari,4.0
3,1958,0,Jack Brabham,Cooper,3.0
4,1958,0,Harry Schell,BRM,2.0
5,1958,0,Cliff Allison,Team Lotus,0.0
6,1958,0,Wolfgang von Trips,Ferrari,0.0
7,1958,0,Jo Bonnier,Maserati,0.0
8,1958,0,Graham Hill,Team Lotus,0.0
9,1958,0,Roy Salvadori,Cooper,0.0
10,1958,0,Mike Hawthorn,Ferrari,1.0
11,1958,0,Stirling Moss,Vanwall,0.0
12,1958,0,Jean Behra,BRM,0.0
13,1958,0,Giorgio Scarlatti,Maserati,0.0
14,1958,0,Tony Brooks,Vanwall,0.0
15,1958,0,Stuart Lewis-Evans,Vanwall,0.0
16,1958,0,Ron Flockhart,Cooper,0.0
17,1958,0,Ken Kavanagh,Maserati,0.0
18,1958,0,Gerino Gerini,Maserati,0.0
19,1958,0,Bruce Kessler,Connaught,0.0
20,1958,0,Paul Emery,Connaught,0.0
21,1958,0,Maria de Filippis,Maserati,0.0
22,1958,0,André Testut,Maserati,0.0
23,1958,0,Giulio Cabianca,OSCA,0.0
24,1958,0,Luigi Piotti,OSCA,0.0
25,1958,0,Horace Gould,Maserati,0.0
26,1958,0,Ron Flockhart,BRM,0.0
27,1958,0,Bernie Ecclestone,Connaught,0.0
28,1958,0,Luigi Taramazzo,Maserati,0.0
29,1958,0,Louis Chiron,Maserati,0.0
30,1958,1,Stirling Moss,Vanwall,9.0
31,1958,1,Harry Schell,BRM,6.0
32,1958,1,Jean Behra,BRM,4.0
33,1958,1,Roy Salvadori,Cooper,3.0
34,1958,1,Mike Hawthorn,Ferrari,2.0
35,1958,1,Cliff Allison,Team Lotus,0.0
36,1958,1,Luigi Musso,Ferrari,0.0
37,1958,1,Jack Brabham,Cooper,0.0
38,1958,1,Maurice Trintignant,Cooper,0.0
39,1958,1,Jo Bonnier,Maserati,0.0
40,1958,1,Carel Godin de Beaufort,Porsche,0.0
