,Year,GP,Driver,Team,Points
0,2006,0,Giancarlo Fisichella,Renault,10.0
1,2006,0,Fernando Alonso,Renault,8.0
2,2006,0,Jenson Button,Honda,6.0
3,2006,0,Juan Pablo Montoya,McLaren,5.0
4,2006,0,Felipe Massa,Ferrari,4.0
5,2006,0,Michael Schumacher,Ferrari,3.0
6,2006,0,Jacques Villeneuve,BMW Sauber,2.0
7,2006,0,Ralf Schumacher,Toyota,1.0
8,2006,0,Jarno Trulli,Toyota,0.0
9,2006,0,Rubens Barrichello,Honda,0.0
10,2006,0,Vitantonio Liuzzi,Toro Rosso,0.0
11,2006,0,Christijan Albers,MF1,0.0
12,2006,0,Tiago Monteiro,MF1,0.0
13,2006,0,Takuma Sato,Super Aguri,0.0
14,2006,0,Nick Heidfeld,BMW Sauber,0.0
15,2006,0,Scott Speed,Toro Rosso,0.0
16,2006,0,Yuji Ide,Super Aguri,0.0
17,2006,0,Christian Klien,Red Bull,0.0
18,2006,0,Mark Webber,Williams,0.0
19,2006,0,David Coulthard,Red Bull,0.0
20,2006,0,Nico Rosberg,Williams,0.0
21,2006,0,Kimi Räikkönen,McLaren,0.0
22,2006,1,Fernando Alonso,Renault,10.0
23,2006,1,Kimi Räikkönen,McLaren,8.0
24,2006,1,Ralf Schumacher,Toyota,6.0
25,2006,1,Nick Heidfeld,BMW Sauber,5.0
26,2006,1,Giancarlo Fisichella,Renault,4.0
27,2006,1,Jacques Villeneuve,BMW Sauber,3.0
28,2006,1,Rubens Barrichello,Honda,2.0
29,2006,1,David Coulthard,Red Bull,1.0
30,2006,1,Scott Speed,Toro Rosso,0.0
31,2006,1,Jenson Button,Honda,0.0
32,2006,1,Christijan Albers,MF1,0.0
33,2006,1,Takuma Sato,Super Aguri,0.0
34,2006,1,Yuji Ide,Super Aguri,0.0
35,2006,1,Juan Pablo Montoya,McLaren,0.0
36,2006,1,Tiago Monteiro,MF1,0.0
37,2006,1,Vitantonio Liuzzi,Toro Rosso,0.0
38,2006,1,Michael Schumacher,Ferrari,0.0
39,2006,1,Mark Webber,Williams,0.0
40,2006,1,Christian Klien,Red Bull,0.0
41,2006,1,Jarno Trulli,Toyota,0.0
42,2006,1,Nico Rosberg,Williams,0.0
43,2006,1,Felipe Massa,Ferrari,0.0
44,2006,2,Michael Schumacher,Ferrari,10.0
45,2006,2,Fernando Alonso,Renault,8.0
46,2006,2,Juan Pablo Montoya,McLaren,6.0
47,2006,2,Felipe Massa,Ferrari,5.0
48,2006,2,Kimi Räikkönen,McLaren,4.0
49,2006,2,Mark Webber,Williams,3.0
50,2006,2,Jenson Button,Honda,2.0
51,2006,2,Giancarlo Fisichella,Renault,1.0
52,2006,2,Ralf Schumacher,Toyota,0.0
53,2006,2,Rubens Barrichello,Honda,0.0
54,2006,2,Nico Rosberg,Williams,0.0
55,2006,2,Jacques Villeneuve,BMW Sauber,0.0
56,2006,2,Nick Heidfeld,BMW Sauber,0.0
57,2006,2,Vitantonio Liuzzi,Toro Rosso,0.0
58,2006,2,Scott Speed,Toro Rosso,0.0
59,2006,2,Tiago Monteiro,MF1,0.0
60,2006,2,David Coulthard,Red Bull,0.0
61,2006,2,Takuma Sato,Super Aguri,0.0
62,2006,2,Christian Klien,Red Bull,0.0
63,2006,2,Yuji Ide,Super Aguri,0.0
64,2006,2,Jarno Trulli,Toyota,0.0
65,2006,2,Christijan Albers,MF1,0.0
66,2006,3,Michael Schumacher,Ferrari,10.0
67,2006,3,Fernando Alonso,Renault,8.0
68,2006,3,Felipe Massa,Ferrari,6.0
69,2006,3,Kimi Räikkönen,McLaren,5.0
70,2006,3,Rubens Barrichello,Honda,4.0
71,2006,3,Giancarlo Fisichella,Renault,3.0
72,2006,3,Nico Rosberg,Williams,2.0
73,2006,3,Jacques Villeneuve,BMW Sauber,1.0
74,2006,3,Jarno Trulli,Toyota,0.0
75,2006,3,Nick Heidfeld,BMW Sauber,0.0
76,2006,3,Scott Speed,Toro Rosso,0.0
77,2006,3,Tiago Monteiro,MF1,0.0
78,2006,3,Christijan Albers,MF1,0.0
79,2006,3,Ralf Schumacher,Toyota,0.0
80,2006,3,Juan Pablo Montoya,McLaren,0.0
81,2006,3,Takuma Sato,Super Aguri,0.0
82,2006,3,Franck Montagny,Super Aguri,0.0
83,2006,3,Jenson Button,Honda,0.0
84,2006,3,Christian Klien,Red Bull,0.0
