,Year,GP,Driver,Team,Points
0,1996,0,Damon Hill,Williams,10.0
1,1996,0,Jean Alesi,Benetton,6.0
2,1996,0,Michael Schumacher,Ferrari,4.0
3,1996,0,Mika Häkkinen,McLaren,3.0
4,1996,0,Mika Salo,Tyrrell,2.0
5,1996,0,Olivier Panis,Ligier,1.0
6,1996,0,Eddie Irvine,Ferrari,0.0
7,1996,0,Pedro Diniz,Ligier,0.0
8,1996,0,Ukyo Katayama,Tyrrell,0.0
9,1996,0,Pedro Lamy,Minardi,0.0
10,1996,0,Luca Badoer,Forti,0.0
11,1996,0,Martin Brundle,Jordan,0.0
12,1996,0,Rubens Barrichello,Jordan,0.0
13,1996,0,Heinz-Harald Frentzen,Sauber,0.0
14,1996,0,David Coulthard,McLaren,0.0
15,1996,0,Johnny Herbert,Sauber,0.0
16,1996,0,Jacques Villeneuve,Williams,0.0
17,1996,0,Gerhard Berger,Benetton,0.0
18,1996,0,Andrea Montermini,Forti,0.0
19,1996,0,Ricardo Rosset,Footwork,0.0
20,1996,0,Jos Verstappen,Footwork,0.0
21,1996,0,Tarso Marques,Minardi,0.0
22,1996,1,Damon Hill,Williams,10.0
23,1996,1,Jacques Villeneuve,Williams,6.0
24,1996,1,Jean Alesi,Benetton,4.0
25,1996,1,Rubens Barrichello,Jordan,3.0
26,1996,1,Eddie Irvine,Ferrari,2.0
27,1996,1,Jos Verstappen,Footwork,1.0
28,1996,1,David Coulthard,McLaren,0.0
29,1996,1,Olivier Panis,Ligier,0.0
30,1996,1,Johnny Herbert,Sauber,0.0
31,1996,1,Andrea Montermini,Forti,0.0
32,1996,1,Gerhard Berger,Benetton,0.0
33,1996,1,Michael Schumacher,Ferrari,0.0
34,1996,1,Pedro Lamy,Minardi,0.0
35,1996,1,Mika Salo,Tyrrell,0.0
36,1996,1,Martin Brundle,Jordan,0.0
37,1996,1,Tarso Marques,Minardi,0.0
38,1996,1,Heinz-Harald Frentzen,Sauber,0.0
39,1996,1,Pedro Diniz,Ligier,0.0
40,1996,1,Ukyo Katayama,Tyrrell,0.0
41,1996,1,Ricardo Rosset,Footwork,0.0
42,1996,1,Luca Badoer,Forti,0.0
43,1996,1,Mika Häkkinen,McLaren,0.0
44,1996,2,Jacques Villeneuve,Williams,10.0
45,1996,2,Michael Schumacher,Ferrari,6.0
46,1996,2,David Coulthard,McLaren,4.0
47,1996,2,Damon Hill,Williams,3.0
48,1996,2,Rubens Barrichello,Jordan,2.0
49,1996,2,Martin Brundle,Jordan,1.0
50,1996,2,Johnny Herbert,Sauber,0.0
51,1996,2,Mika Häkkinen,McLaren,0.0
52,1996,2,Gerhard Berger,Benetton,0.0
53,1996,2,Pedro Diniz,Ligier,0.0
54,1996,2,Ricardo Rosset,Footwork,0.0
55,1996,2,Pedro Lamy,Minardi,0.0
56,1996,2,Giancarlo Fisichella,Minardi,0.0
57,1996,2,Mika Salo,Tyrrell,0.0
58,1996,2,Ukyo Katayama,Tyrrell,0.0
59,1996,2,Heinz-Harald Frentzen,Sauber,0.0
60,1996,2,Jos Verstappen,Footwork,0.0
61,1996,2,Olivier Panis,Ligier,0.0
62,1996,2,Eddie Irvine,Ferrari,0.0
63,1996,2,Jean Alesi,Benetton,0.0
64,1996,2,Andrea Montermini,Forti,0.0
65,1996,2,Luca Badoer,Forti,0.0
66,1996,3,Damon Hill,Williams,10.0
67,1996,3,Michael Schumacher,Ferrari,6.0
68,1996,3,Gerhard Berger,Benetton,4.0
69,1996,3,Eddie Irvine,Ferrari,3.0
70,1996,3,Rubens Barrichello,Jordan,2.0
71,1996,3,Jean Alesi,Benetton,1.0
72,1996,3,Pedro Diniz,Ligier,0.0
73,1996,3,Mika Häkkinen,McLaren,0.0
74,1996,3,Pedro Lamy,Minardi,0.0
75,1996,3,Luca Badoer,Forti,0.0
76,1996,3,Jacques Villeneuve,Williams,0.0
77,1996,3,Olivier Panis,Ligier,0.0
78,1996,3,Ukyo Katayama,Tyrrell,0.0
79,1996,3,David Coulthard,McLaren,0.0
80,1996,3,Ricardo Rosset,Footwork,0.0
81,1996,3,Jos Verstappen,Footwork,0.0
82,1996,3,Martin Brundle,Jordan,0.0
83,1996,3,Heinz-Harald Frentzen,Sauber,0.0
84,1996,3,Giancarlo Fisichella,Minardi,0.0
85,1996,3,Johnny Herbert,Sauber,0.0
86,1996,3,Mika Salo,Tyrrell,0.0
87,1996,3,Andrea Montermini,Forti,0.0
88,1996,4,Olivier Panis,Ligier,10.0
89,1996,4,David Coulthard,McLaren,6.0
90,1996,4,Johnny Herbert,Sauber,4.0
91,1996,4,Heinz-Harald Frentzen,Sauber,3.0
92,1996,4,Mika Salo,Tyrrell,2.0
93,1996,4,Mika Häkkinen,McLaren,1.0
94,1996,4,Eddie Irvine,Ferrari,0.0
95,1996,4,Jacques Villeneuve,Williams,0.0
96,1996,4,Jean Alesi,Benetton,0.0
97,1996,4,Luca Badoer,Forti,0.0
98,1996,4,Damon Hill,Williams,0.0
99,1996,4,Martin Brundle,Jordan,0.0
100,1996,4,Gerhard Berger,Benetton,0.0
101,1996,4,Pedro Diniz,Ligier,0.0
102,1996,4,Ricardo Rosset,Footwork,0.0
103,1996,4,Ukyo Katayama,Tyrrell,0.0
104,1996,4,Michael Schumacher,Ferrari,0.0
105,1996,4,Rubens Barrichello,Jordan,0.0
106,1996,4,Pedro Lamy,Minardi,0.0
107,1996,4,Giancarlo Fisichella,Minardi,0.0
108,1996,4,Jos Verstappen,Footwork,0.0
109,1996,4,Andrea Montermini,Forti,0.0
110,1996,5,Michael Schumacher,Ferrari,10.0
111,1996,5,Jean Alesi,Benetton,6.0
