,Year,GP,Driver,Team,Points
0,1974,0,Emerson Fittipaldi,McLaren,9.0
1,1974,0,Clay Regazzoni,Ferrari,6.0
2,1974,0,Jacky Ickx,Team Lotus,4.0
3,1974,0,Carlos Pace,Surtees,3.0
4,1974,0,Mike Hailwood,McLaren,2.0
5,1974,0,Ronnie Peterson,Team Lotus,1.0
6,1974,0,Carlos Reutemann,Brabham,0.0
7,1974,0,Patrick Depailler,Tyrrell,0.0
8,1974,0,James Hunt,March,0.0
9,1974,0,Jean-Pierre Beltoise,BRM,0.0
10,1974,0,Graham Hill,Lola,0.0
11,1974,0,Denny Hulme,McLaren,0.0
12,1974,0,Jody Scheckter,Tyrrell,0.0
13,1974,0,Henri Pescarolo,BRM,0.0
14,1974,0,Richard Robarts,Brabham,0.0
15,1974,0,François Migault,BRM,0.0
16,1974,0,Jochen Mass,Surtees,0.0
17,1974,0,John Watson,Brabham,0.0
18,1974,0,Hans-Joachim Stuck,March,0.0
19,1974,0,Jean-Pierre Jarier,Shadow,0.0
20,1974,0,Arturo Merzario,Iso Marlboro,0.0
21,1974,0,Peter Revson,Shadow,0.0
22,1974,0,Howden Ganley,March,0.0
23,1974,0,Niki Lauda,Ferrari,0.0
24,1974,0,Guy Edwards,Lola,0.0
25,1974,1,Carlos Reutemann,Brabham,9.0
26,1974,1,Jean-Pierre Beltoise,BRM,6.0
27,1974,1,Mike Hailwood,McLaren,4.0
28,1974,1,Patrick Depailler,Tyrrell,3.0
29,1974,1,Hans-Joachim Stuck,March,2.0
30,1974,1,Arturo Merzario,Iso Marlboro,1.0
31,1974,1,Emerson Fittipaldi,McLaren,0.0
32,1974,1,Jody Scheckter,Tyrrell,0.0
33,1974,1,Denny Hulme,McLaren,0.0
34,1974,1,Vittorio Brambilla,March,0.0
35,1974,1,Carlos Pace,Surtees,0.0
36,1974,1,Graham Hill,Lola,0.0
37,1974,1,Ian Scheckter,Team Lotus,0.0
38,1974,1,Eddie Keizan,Tyrrell,0.0
39,1974,1,François Migault,BRM,0.0
40,1974,1,Niki Lauda,Ferrari,0.0
41,1974,1,Richard Robarts,Brabham,0.0
42,1974,1,Henri Pescarolo,BRM,0.0
43,1974,1,Dave Charlton,McLaren,0.0
44,1974,1,Clay Regazzoni,Ferrari,0.0
45,1974,1,John Watson,Brabham,0.0
46,1974,1,Jacky Ickx,Team Lotus,0.0
47,1974,1,James Hunt,Hesketh,0.0
48,1974,1,Jochen Mass,Surtees,0.0
49,1974,1,Paddy Driver,Team Lotus,0.0
50,1974,1,Ronnie Peterson,Team Lotus,0.0
51,1974,1,Tom Belsø,Iso Marlboro,0.0
52,1974,2,Niki Lauda,Ferrari,9.0
53,1974,2,Clay Regazzoni,Ferrari,6.0
54,1974,2,Emerson Fittipaldi,McLaren,4.0
55,1974,2,Hans-Joachim Stuck,March,3.0
56,1974,2,Jody Scheckter,Tyrrell,2.0
57,1974,2,Denny Hulme,McLaren,1.0
58,1974,2,Brian Redman,Shadow,0.0
59,1974,2,Patrick Depailler,Tyrrell,0.0
60,1974,2,Mike Hailwood,McLaren,0.0
61,1974,2,James Hunt,Hesketh,0.0
62,1974,2,John Watson,Brabham,0.0
63,1974,2,Henri Pescarolo,BRM,0.0
64,1974,2,Carlos Pace,Surtees,0.0
65,1974,2,Tim Schenken,Trojan,0.0
66,1974,2,Jean-Pierre Jarier,Shadow,0.0
67,1974,2,Graham Hill,Lola,0.0
68,1974,2,Arturo Merzario,Iso Marlboro,0.0
69,1974,2,Jochen Mass,Surtees,0.0
70,1974,2,François Migault,BRM,0.0
71,1974,2,Jacky Ickx,Team Lotus,0.0
72,1974,2,Ronnie Peterson,Team Lotus,0.0
73,1974,2,Chris Amon,Amon,0.0
74,1974,2,Rikky von Opel,Brabham,0.0
75,1974,2,Carlos Reutemann,Brabham,0.0
76,1974,2,Jean-Pierre Beltoise,BRM,0.0
77,1974,2,Guy Edwards,Lola,0.0
78,1974,2,Tom Belsø,Iso Marlboro,0.0
79,1974,3,Emerson Fittipaldi,McLaren,9.0
80,1974,3,Niki Lauda,Ferrari,6.0
81,1974,3,Jody Scheckter,Tyrrell,4.0
82,1974,3,Clay Regazzoni,Ferrari,3.0
83,1974,3,Jean-Pierre Beltoise,BRM,2.0
84,1974,3,Denny Hulme,McLaren,1.0
85,1974,3,Mike Hailwood,McLaren,0.0
86,1974,3,Graham Hill,Lola,0.0
87,1974,3,Vittorio Brambilla,March,0.0
88,1974,3,Tim Schenken,Trojan,0.0
89,1974,3,John Watson,Brabham,0.0
90,1974,3,Guy Edwards,Lola,0.0
91,1974,3,Jean-Pierre Jarier,Shadow,0.0
92,1974,3,Gijs van Lennep,Iso Marlboro,0.0
93,1974,3,Vern Schuppan,Ensign,0.0
94,1974,3,François Migault,BRM,0.0
95,1974,3,Teddy Pilette,Brabham,0.0
96,1974,3,Brian Redman,Shadow,0.0
