,Year,GP,Driver,Team,Points
0,1972,0,Denny Hulme,McLaren,9.0
1,1972,0,Emerson Fittipaldi,Team Lotus,6.0
2,1972,0,Peter Revson,McLaren,4.0
3,1972,0,Mario Andretti,Ferrari,3.0
4,1972,0,Ronnie Peterson,March,2.0
5,1972,0,Graham Hill,Brabham,1.0
6,1972,0,Niki Lauda,March,0.0
7,1972,0,Jacky Ickx,Ferrari,0.0
8,1972,0,François Cevert,Tyrrell,0.0
9,1972,0,David Walker,Team Lotus,0.0
10,1972,0,Henri Pescarolo,March,0.0
11,1972,0,Clay Regazzoni,Ferrari,0.0
12,1972,0,Rolf Stommelen,March,0.0
13,1972,0,Helmut Marko,BRM,0.0
14,1972,0,Chris Amon,Matra,0.0
15,1972,0,John Love,Surtees,0.0
16,1972,0,Carlos Pace,March,0.0
17,1972,0,Howden Ganley,BRM,0.0
18,1972,0,Andrea de Adamich,Surtees,0.0
19,1972,0,Peter Gethin,BRM,0.0
20,1972,0,Jean-Pierre Beltoise,BRM,0.0
21,1972,0,Jackie Stewart,Tyrrell,0.0
22,1972,0,Mike Hailwood,Surtees,0.0
23,1972,0,Carlos Reutemann,Brabham,0.0
24,1972,0,Tim Schenken,Surtees,0.0
25,1972,0,Dave Charlton,Team Lotus,0.0
26,1972,1,Emerson Fittipaldi,Team Lotus,9.0
27,1972,1,Jacky Ickx,Ferrari,6.0
28,1972,1,Clay Regazzoni,Ferrari,4.0
29,1972,1,Andrea de Adamich,Surtees,3.0
30,1972,1,Peter Revson,McLaren,2.0
31,1972,1,Carlos Pace,March,1.0
32,1972,1,Wilson Fittipaldi,Brabham,0.0
33,1972,1,Tim Schenken,Surtees,0.0
34,1972,1,David Walker,Team Lotus,0.0
35,1972,1,Graham Hill,Brabham,0.0
36,1972,1,Henri Pescarolo,March,0.0
37,1972,1,Jackie Stewart,Tyrrell,0.0
38,1972,1,Chris Amon,Matra,0.0
39,1972,1,François Cevert,Tyrrell,0.0
40,1972,1,Peter Gethin,BRM,0.0
41,1972,1,Denny Hulme,McLaren,0.0
42,1972,1,Howden Ganley,BRM,0.0
43,1972,1,Reine Wisell,BRM,0.0
44,1972,1,Mario Andretti,Ferrari,0.0
45,1972,1,Mike Hailwood,Surtees,0.0
46,1972,1,Ronnie Peterson,March,0.0
47,1972,1,Rolf Stommelen,March,0.0
48,1972,1,Jean-Pierre Beltoise,BRM,0.0
49,1972,1,Niki Lauda,March,0.0
50,1972,1,Alex Soler-Roig,BRM,0.0
51,1972,1,Mike Beuttler,March,0.0
52,1972,2,Jean-Pierre Beltoise,BRM,9.0
53,1972,2,Jacky Ickx,Ferrari,6.0
54,1972,2,Emerson Fittipaldi,Team Lotus,4.0
55,1972,2,Jackie Stewart,Tyrrell,3.0
56,1972,2,Brian Redman,McLaren,2.0
57,1972,2,Chris Amon,Matra,1.0
58,1972,2,Andrea de Adamich,Surtees,0.0
59,1972,2,Helmut Marko,BRM,0.0
60,1972,2,Wilson Fittipaldi,Brabham,0.0
61,1972,2,Rolf Stommelen,March,0.0
62,1972,2,Ronnie Peterson,March,0.0
63,1972,2,Graham Hill,Brabham,0.0
64,1972,2,Mike Beuttler,March,0.0
65,1972,2,David Walker,Team Lotus,0.0
66,1972,2,Denny Hulme,McLaren,0.0
67,1972,2,Niki Lauda,March,0.0
68,1972,2,Carlos Pace,March,0.0
69,1972,2,François Cevert,Tyrrell,0.0
70,1972,2,Henri Pescarolo,March,0.0
71,1972,2,Clay Regazzoni,Ferrari,0.0
72,1972,2,Mike Hailwood,Surtees,0.0
73,1972,2,Howden Ganley,BRM,0.0
74,1972,2,Tim Schenken,Surtees,0.0
75,1972,2,Peter Gethin,BRM,0.0
76,1972,2,Reine Wisell,BRM,0.0
77,1972,3,Emerson Fittipaldi,Team Lotus,9.0
78,1972,3,François Cevert,Tyrrell,6.0
79,1972,3,Denny Hulme,McLaren,4.0
80,1972,3,Mike Hailwood,Surtees,3.0
81,1972,3,Carlos Pace,March,2.0
82,1972,3,Chris Amon,Matra,1.0
83,1972,3,Peter Revson,McLaren,0.0
84,1972,3,Howden Ganley,BRM,0.0
85,1972,3,Ronnie Peterson,March,0.0
86,1972,3,Helmut Marko,BRM,0.0
87,1972,3,Rolf Stommelen,March,0.0
88,1972,3,Niki Lauda,March,0.0
89,1972,3,Carlos Reutemann,Brabham,0.0
90,1972,3,David Walker,Team Lotus,0.0
91,1972,3,Graham Hill,Brabham,0.0
92,1972,3,Henri Pescarolo,March,0.0
93,1972,3,Clay Regazzoni,Ferrari,0.0
94,1972,3,Andrea de Adamich,Surtees,0.0
95,1972,3,Nanni Galli,Tecno,0.0
96,1972,3,Jacky Ickx,Ferrari,0.0
97,1972,3,Mike Beuttler,March,0.0
98,1972,3,Wilson Fittipaldi,Brabham,0.0
99,1972,3,Peter Gethin,BRM,0.0
