,Year,GP,Driver,Team,Points
0,1999,0,Mika Häkkinen,McLaren,10.0
1,1999,0,Michael Schumacher,Ferrari,6.0
2,1999,0,Heinz-Harald Frentzen,Jordan,4.0
3,1999,0,Ralf Schumacher,Williams,3.0
4,1999,0,Eddie Irvine,Ferrari,2.0
5,1999,0,Olivier Panis,Prost,1.0
6,1999,0,Alexander Wurz,Benetton,0.0
7,1999,0,Toranosuke Takagi,Arrows,0.0
8,1999,0,Marc Gené,Minardi,0.0
9,1999,0,Pedro de la Rosa,Arrows,0.0
10,1999,0,Jacques Villeneuve,BAR,0.0
11,1999,0,Alessandro Zanardi,Williams,0.0
12,1999,0,Rubens Barrichello,Stewart,0.0
13,1999,0,Pedro Diniz,Sauber,0.0
14,1999,0,Giancarlo Fisichella,Benetton,0.0
15,1999,0,Stéphane Sarrazin,Minardi,0.0
16,1999,0,Jean Alesi,Sauber,0.0
17,1999,0,David Coulthard,McLaren,0.0
18,1999,0,Jarno Trulli,Prost,0.0
19,1999,0,Johnny Herbert,Stewart,0.0
20,1999,0,Damon Hill,Jordan,0.0
21,1999,0,Ricardo Zonta,BAR,0.0
22,1999,1,Michael Schumacher,Ferrari,10.0
23,1999,1,David Coulthard,McLaren,6.0
24,1999,1,Rubens Barrichello,Stewart,4.0
25,1999,1,Damon Hill,Jordan,3.0
26,1999,1,Giancarlo Fisichella,Benetton,2.0
27,1999,1,Jean Alesi,Sauber,1.0
28,1999,1,Mika Salo,BAR,0.0
29,1999,1,Luca Badoer,Minardi,0.0
30,1999,1,Marc Gené,Minardi,0.0
31,1999,1,Johnny Herbert,Stewart,0.0
32,1999,1,Alessandro Zanardi,Williams,0.0
33,1999,1,Pedro Diniz,Sauber,0.0
34,1999,1,Olivier Panis,Prost,0.0
35,1999,1,Eddie Irvine,Ferrari,0.0
36,1999,1,Heinz-Harald Frentzen,Jordan,0.0
37,1999,1,Toranosuke Takagi,Arrows,0.0
38,1999,1,Ralf Schumacher,Williams,0.0
39,1999,1,Mika Häkkinen,McLaren,0.0
40,1999,1,Pedro de la Rosa,Arrows,0.0
41,1999,1,Alexander Wurz,Benetton,0.0
42,1999,1,Jacques Villeneuve,BAR,0.0
43,1999,1,Jarno Trulli,Prost,0.0
44,1999,2,Michael Schumacher,Ferrari,10.0
45,1999,2,Eddie Irvine,Ferrari,6.0
46,1999,2,Mika Häkkinen,McLaren,4.0
47,1999,2,Heinz-Harald Frentzen,Jordan,3.0
48,1999,2,Giancarlo Fisichella,Benetton,2.0
49,1999,2,Alexander Wurz,Benetton,1.0
50,1999,2,Jarno Trulli,Prost,0.0
51,1999,2,Alessandro Zanardi,Williams,0.0
52,1999,2,Rubens Barrichello,Stewart,0.0
53,1999,2,Ralf Schumacher,Williams,0.0
