,Year,GP,Driver,Team,Points
0,1956,0,Stirling Moss,Maserati,8.0
1,1956,0,Peter Collins,Ferrari,3.0
2,1956,0,Juan Fangio,Ferrari,4.0
3,1956,0,Jean Behra,Maserati,4.0
4,1956,0,Juan Fangio,Ferrari,1.5
5,1956,0,Eugenio Castellotti,Ferrari,1.5
6,1956,0,Hernando da Silva Ramos,Gordini,2.0
7,1956,0,André Pilette,Gordini,0.0
8,1956,0,Élie Bayol,Gordini,0.0
9,1956,0,Cesare Perdisa,Maserati,0.0
10,1956,0,Horace Gould,Maserati,0.0
11,1956,0,Robert Manzon,Gordini,0.0
12,1956,0,Louis Rosier,Maserati,0.0
13,1956,0,Eugenio Castellotti,Ferrari,0.0
14,1956,0,Maurice Trintignant,Vanwall,0.0
15,1956,0,Harry Schell,Vanwall,0.0
16,1956,0,Luigi Musso,Ferrari,0.0
17,1956,0,Giorgio Scarlatti,Ferrari,0.0
18,1956,0,Mike Hawthorn,BRM,0.0
19,1956,0,Tony Brooks,BRM,0.0
20,1956,0,Louis Chiron,Maserati,0.0
21,1956,1,Pat Flaherty,Watson,8.0
22,1956,1,Sam Hanks,Kurtis Kraft,6.0
23,1956,1,Don Freeland,Phillips,4.0
24,1956,1,Johnnie Parsons,Kurtis Kraft,3.0
25,1956,1,Dick Rathmann,Kurtis Kraft,2.0
26,1956,1,Bob Sweikert,Kuzma,0.0
27,1956,1,Bob Veith,Kurtis Kraft,0.0
28,1956,1,Rodger Ward,Kurtis Kraft,0.0
29,1956,1,Jimmy Reece,Lesovsky,0.0
30,1956,1,Cliff Griffith,Stevens,0.0
31,1956,1,Gene Hartley,Kuzma,0.0
32,1956,1,Fred Agabashian,Kurtis Kraft,0.0
33,1956,1,Bob Christie,Kurtis Kraft,0.0
34,1956,1,Al Keller,Kurtis Kraft,0.0
35,1956,1,Eddie Johnson,Kuzma,0.0
36,1956,1,Billy Garrett,Kuzma,0.0
37,1956,1,Duke Dinsmore,Kurtis Kraft,0.0
38,1956,1,Pat O'Connor,Kurtis Kraft,0.0
39,1956,1,Jimmy Bryan,Kuzma,0.0
40,1956,1,Jim Rathmann,Kurtis Kraft,0.0
41,1956,1,Johnnie Tolan,Kurtis Kraft,0.0
42,1956,1,Tony Bettenhausen,Kurtis Kraft,0.0
43,1956,1,Eddie Russo,Kurtis Kraft,0.0
44,1956,1,Ed Elisian,Kurtis Kraft,0.0
45,1956,1,Jimmy Daywalt,Kurtis Kraft,0.0
46,1956,1,Jack Turner,Kurtis Kraft,0.0
47,1956,1,Keith Andrews,Kurtis Kraft,0.0
48,1956,1,Andy Linden,Kurtis Kraft,0.0
49,1956,1,Al Herman,Kurtis Kraft,0.0
50,1956,1,Ray Crawford,Kurtis Kraft,0.0
51,1956,2,Peter Collins,Ferrari,8.0
52,1956,2,Paul Frère,Ferrari,6.0
53,1956,2,Stirling Moss,Maserati,3.0
54,1956,2,Cesare Perdisa,Maserati,2.0
55,1956,2,Harry Schell,Vanwall,3.0
56,1956,2,Luigi Villoresi,Maserati,2.0
57,1956,2,André Pilette,Ferrari,0.0
58,1956,2,Jean Behra,Maserati,0.0
59,1956,2,Louis Rosier,Maserati,0.0
60,1956,2,Juan Fangio,Ferrari,0.0
61,1956,2,Maurice Trintignant,Vanwall,0.0
62,1956,2,Stirling Moss,Maserati,0.0
63,1956,2,Eugenio Castellotti,Ferrari,0.0
64,1956,2,Piero Scotti,Connaught,0.0
65,1956,2,Horace Gould,Maserati,0.0
66,1956,2,Paco Godia,Maserati,0.0
67,1956,3,Peter Collins,Ferrari,8.0
68,1956,3,Eugenio Castellotti,Ferrari,6.0
69,1956,3,Jean Behra,Maserati,4.0
70,1956,3,Juan Fangio,Ferrari,4.0
71,1956,3,Stirling Moss,Maserati,1.0
72,1956,3,Cesare Perdisa,Maserati,1.0
73,1956,3,Louis Rosier,Maserati,0.0
74,1956,3,Paco Godia,Maserati,0.0
75,1956,3,Hernando da Silva Ramos,Gordini,0.0
76,1956,3,Robert Manzon,Gordini,0.0
77,1956,3,Harry Schell,Vanwall,0.0
78,1956,3,Mike Hawthorn,Vanwall,0.0
79,1956,3,André Pilette,Gordini,0.0
80,1956,3,André Simon,Maserati,0.0
81,1956,3,Hernando da Silva Ramos,Maserati,0.0
82,1956,3,Olivier Gendebien,Ferrari,0.0
83,1956,3,Luigi Villoresi,Maserati,0.0
84,1956,3,Alfonso de Portago,Ferrari,0.0
85,1956,3,Maurice Trintignant,Bugatti,0.0
86,1956,3,Stirling Moss,Maserati,0.0
87,1956,3,Harry Schell,Vanwall,0.0
88,1956,3,Colin Chapman,Vanwall,0.0
